tradeid,fundid,assetid,tradedate,tradetype,quantity,tradeprice,grossvalue,signed_gross_value
TRD000709,F008,A016,2025-10-13,Buy,67,194.57,13036.19,13036.19
TRD000710,F006,A013,2025-12-28,Buy,103,323.19,33288.57,33288.57
TRD000711,F007,A012,2025-12-08,Buy,365,64.06,23381.9,23381.9
TRD000712,F004,A020,2026-07-06,Buy,224,165.73,37123.52,37123.52
TRD000713,F004,A020,2026-03-08,Buy,52,167.28,8698.56,8698.56
TRD000714,F004,A018,2025-07-28,Sell,130,102.2,13286.0,-13286.0
TRD000715,F001,A003,2025-05-17,Sell,295,403.67,119082.65,-119082.65
TRD000716,F001,A003,2025-05-23,Buy,194,449.42,87187.48,87187.48
TRD000717,F003,A018,2025-08-18,Buy,134,97.37,13047.58,13047.58
TRD000718,F003,A005,2026-01-22,Sell,366,134.79,49333.14,-49333.14
TRD000719,F007,A011,2026-08-19,Buy,37,169.08,6255.96,6255.96
TRD000720,F003,A001,2025-03-22,Buy,85,269.66,22921.1,22921.1
TRD000721,F001,A007,2025-06-03,Sell,435,194.38,84555.3,-84555.3
TRD000722,F008,A019,2025-11-03,Buy,81,356.43,28870.83,28870.83
TRD000723,F006,A018,2025-01-14,Buy,410,111.25,45612.5,45612.5
TRD000724,F003,A001,2025-06-27,Buy,461,293.03,135086.83,135086.83
TRD000725,F001,A004,2026-04-11,Buy,436,174.26,75977.36,75977.36
TRD000726,F005,A006,2025-08-21,Buy,266,151.31,40248.46,40248.46
TRD000727,F003,A015,2025-05-09,Sell,57,133.49,7608.93,-7608.93
TRD000728,F007,A009,2026-07-27,Buy,122,93.92,11458.24,11458.24
TRD000729,F002,A018,2026-02-19,Sell,249,105.9,26369.1,-26369.1
TRD000730,F003,A001,2026-03-11,Buy,421,270.18,113745.78,113745.78
TRD000731,F002,A017,2025-12-10,Buy,49,170.08,8333.92,8333.92
TRD000732,F005,A002,2025-08-05,Buy,287,154.22,44261.14,44261.14
TRD000733,F005,A002,2025-02-03,Buy,292,159.21,46489.32,46489.32
TRD000734,F002,A018,2026-05-11,Buy,299,92.06,27525.94,27525.94
TRD000735,F006,A001,2026-01-01,Sell,493,264.88,130585.84,-130585.84
TRD000736,F007,A010,2025-12-31,Sell,171,118.02,20181.42,-20181.42
TRD000737,F002,A019,2026-05-31,Buy,218,371.2,80921.6,80921.6
TRD000738,F003,A001,2026-05-04,Buy,310,305.98,94853.8,94853.8
TRD000739,F001,A003,2026-04-20,Buy,92,364.32,33517.44,33517.44
TRD000740,F002,A018,2025-05-25,Sell,128,118.92,15221.76,-15221.76
TRD000741,F003,A016,2025-12-14,Buy,239,206.41,49331.99,49331.99
TRD000742,F007,A009,2026-02-01,Buy,466,103.26,48119.16,48119.16
TRD000743,F002,A017,2026-05-25,Buy,300,184.19,55257.0,55257.0
TRD000744,F001,A002,2026-07-15,Sell,402,194.29,78104.58,-78104.58
TRD000745,F002,A019,2025-06-23,Sell,58,327.24,18979.92,-18979.92
TRD000746,F003,A005,2025-12-28,Buy,153,129.94,19880.82,19880.82
TRD000747,F003,A020,2025-09-20,Sell,142,187.13,26572.46,-26572.46
TRD000748,F008,A019,2025-05-07,Sell,483,295.96,142948.68,-142948.68
TRD000749,F008,A016,2026-02-15,Buy,196,210.61,41279.56,41279.56
TRD000750,F003,A020,2025-11-18,Buy,197,163.92,32292.24,32292.24
TRD000751,F007,A012,2025-02-13,Buy,144,62.45,8992.8,8992.8
TRD000752,F001,A008,2026-07-29,Buy,414,209.11,86571.54,86571.54
TRD000753,F002,A019,2026-02-13,Sell,202,297.72,60139.44,-60139.44
TRD000754,F004,A020,2025-04-06,Buy,457,161.46,73787.22,73787.22
TRD000755,F008,A019,2026-04-22,Buy,283,371.56,105151.48,105151.48
TRD000756,F003,A005,2026-02-11,Sell,479,144.53,69229.87,-69229.87
TRD000757,F004,A020,2025-12-17,Sell,178,141.97,25270.66,-25270.66
TRD000758,F008,A016,2025-04-28,Buy,369,203.89,75235.41,75235.41
TRD000759,F001,A007,2025-05-30,Buy,89,201.57,17939.73,17939.73
TRD000760,F006,A020,2026-01-25,Buy,26,187.21,4867.46,4867.46
TRD000761,F006,A018,2025-08-05,Sell,252,97.45,24557.4,-24557.4
TRD000762,F007,A011,2025-03-27,Buy,139,165.94,23065.66,23065.66
TRD000763,F005,A005,2026-04-08,Sell,51,119.34,6086.34,-6086.34
TRD000764,F004,A020,2025-04-05,Sell,104,179.5,18668.0,-18668.0
TRD000765,F007,A011,2025-07-23,Buy,395,149.73,59143.35,59143.35
TRD000766,F007,A012,2025-06-14,Sell,253,56.7,14345.1,-14345.1
TRD000767,F007,A011,2026-02-03,Sell,477,168.68,80460.36,-80460.36
TRD000768,F004,A018,2025-05-29,Buy,380,111.99,42556.2,42556.2
TRD000769,F006,A001,2025-06-01,Buy,87,314.45,27357.15,27357.15
TRD000770,F006,A001,2026-02-21,Buy,415,320.64,133065.6,133065.6
TRD000771,F001,A004,2025-05-09,Buy,492,196.14,96500.88,96500.88
TRD000772,F002,A017,2025-07-12,Buy,121,190.47,23046.87,23046.87
TRD000773,F003,A018,2025-07-15,Sell,120,101.76,12211.2,-12211.2
TRD000774,F001,A003,2025-11-06,Sell,426,390.23,166237.98,-166237.98
TRD000775,F002,A018,2026-04-12,Buy,265,111.38,29515.7,29515.7
TRD000776,F006,A016,2026-06-20,Sell,434,192.55,83566.7,-83566.7
TRD000777,F006,A001,2026-03-15,Buy,484,253.69,122785.96,122785.96
TRD000778,F003,A018,2026-03-24,Buy,205,99.74,20446.7,20446.7
TRD000779,F002,A017,2025-04-02,Buy,422,195.34,82433.48,82433.48
TRD000780,F007,A009,2026-07-12,Buy,264,104.34,27545.76,27545.76
TRD000781,F008,A019,2025-10-24,Sell,307,362.18,111189.26,-111189.26
TRD000782,F004,A018,2026-01-26,Buy,407,105.17,42804.19,42804.19
TRD000783,F008,A016,2026-04-21,Buy,189,216.8,40975.2,40975.2
TRD000784,F007,A009,2025-08-18,Buy,491,93.41,45864.31,45864.31
TRD000785,F005,A014,2026-03-01,Buy,145,240.85,34923.25,34923.25
TRD000786,F001,A004,2025-06-07,Sell,26,152.43,3963.18,-3963.18
TRD000787,F006,A016,2026-03-17,Buy,97,216.32,20983.04,20983.04
TRD000788,F007,A010,2025-02-22,Sell,325,114.48,37206.0,-37206.0
TRD000789,F007,A010,2025-06-27,Buy,490,114.22,55967.8,55967.8
TRD000790,F006,A020,2025-04-12,Sell,91,160.24,14581.84,-14581.84
TRD000791,F003,A005,2026-02-06,Sell,333,129.95,43273.35,-43273.35
TRD000792,F005,A006,2025-07-28,Buy,91,182.29,16588.39,16588.39
TRD000793,F001,A004,2025-06-06,Buy,15,185.25,2778.75,2778.75
TRD000794,F002,A018,2025-05-14,Sell,205,91.44,18745.2,-18745.2
TRD000795,F006,A013,2025-08-16,Buy,132,312.87,41298.84,41298.84
TRD000796,F004,A020,2025-02-22,Buy,404,151.58,61238.32,61238.32
TRD000797,F003,A001,2025-04-16,Buy,336,321.89,108155.04,108155.04
TRD000798,F002,A017,2025-07-04,Buy,82,165.81,13596.42,13596.42
TRD000799,F008,A017,2026-02-05,Buy,477,195.39,93201.03,93201.03
TRD000800,F001,A004,2025-03-20,Buy,47,177.63,8348.61,8348.61
TRD000801,F007,A012,2026-04-07,Sell,465,52.96,24626.4,-24626.4
TRD000802,F003,A015,2026-08-04,Buy,15,148.69,2230.35,2230.35
TRD000803,F001,A001,2026-05-11,Sell,185,322.65,59690.25,-59690.25
TRD000804,F001,A002,2025-05-05,Buy,277,187.54,51948.58,51948.58
TRD000805,F001,A007,2025-06-06,Buy,21,178.62,3751.02,3751.02
TRD000806,F006,A001,2025-12-02,Buy,470,257.16,120865.2,120865.2
TRD000807,F002,A018,2025-10-02,Buy,364,120.69,43931.16,43931.16
TRD000808,F004,A018,2025-10-29,Buy,188,113.28,21296.64,21296.64
TRD000809,F008,A017,2025-07-17,Buy,272,201.14,54710.08,54710.08
TRD000810,F004,A020,2025-11-16,Buy,211,143.85,30352.35,30352.35
TRD000811,F004,A020,2026-03-10,Buy,231,182.07,42058.17,42058.17
TRD000812,F005,A003,2026-01-28,Buy,328,358.95,117735.6,117735.6
TRD000813,F006,A016,2025-03-07,Buy,469,197.7,92721.3,92721.3
TRD000814,F001,A007,2025-10-28,Buy,139,182.29,25338.31,25338.31
TRD000815,F006,A018,2025-11-27,Buy,25,94.29,2357.25,2357.25
TRD000816,F003,A016,2026-01-16,Buy,135,165.75,22376.25,22376.25
TRD000817,F006,A001,2025-01-12,Sell,14,265.73,3720.22,-3720.22
TRD000818,F004,A020,2025-08-27,Buy,300,177.77,53331.0,53331.0
TRD000819,F007,A011,2025-08-11,Buy,318,145.68,46326.24,46326.24
TRD000820,F005,A014,2025-03-18,Buy,321,289.84,93038.64,93038.64
TRD000821,F007,A012,2025-07-22,Buy,172,61.37,10555.64,10555.64
TRD000822,F008,A017,2026-03-08,Buy,33,203.48,6714.84,6714.84
TRD000823,F008,A016,2026-01-28,Buy,317,180.26,57142.42,57142.42
TRD000824,F001,A003,2026-08-13,Sell,19,424.39,8063.41,-8063.41
TRD000825,F008,A017,2026-02-17,Buy,77,195.57,15058.89,15058.89
TRD000826,F001,A003,2026-04-27,Buy,340,347.81,118255.4,118255.4
TRD000827,F007,A011,2025-12-21,Buy,150,150.71,22606.5,22606.5
TRD000828,F006,A018,2025-11-02,Buy,323,92.13,29757.99,29757.99
TRD000829,F008,A017,2025-05-05,Sell,444,184.9,82095.6,-82095.6
TRD000830,F002,A017,2025-01-11,Buy,124,153.33,19012.92,19012.92
TRD000831,F006,A018,2025-07-15,Sell,125,96.07,12008.75,-12008.75
TRD000832,F006,A020,2025-02-23,Buy,12,184.58,2214.96,2214.96
TRD000833,F001,A001,2025-03-18,Buy,34,318.72,10836.48,10836.48
TRD000834,F007,A011,2025-05-22,Buy,367,143.68,52730.56,52730.56
TRD000835,F002,A017,2026-02-28,Buy,173,196.65,34020.45,34020.45
TRD000836,F002,A018,2026-05-05,Buy,280,98.32,27529.6,27529.6
TRD000837,F005,A003,2025-08-20,Buy,405,435.03,176187.15,176187.15
TRD000838,F005,A014,2025-09-06,Buy,52,244.35,12706.2,12706.2
TRD000839,F004,A018,2025-03-03,Buy,48,121.71,5842.08,5842.08
TRD000840,F004,A020,2026-05-15,Buy,429,157.68,67644.72,67644.72
TRD000841,F004,A020,2026-04-10,Buy,399,185.08,73846.92,73846.92
TRD000842,F002,A017,2026-01-30,Sell,122,199.57,24347.54,-24347.54
TRD000843,F004,A020,2026-03-10,Buy,106,142.18,15071.08,15071.08
TRD000844,F005,A006,2026-04-18,Sell,341,141.48,48244.68,-48244.68
TRD000845,F002,A017,2025-07-11,Buy,18,198.36,3570.48,3570.48
TRD000846,F008,A019,2025-09-29,Buy,281,327.03,91895.43,91895.43
TRD000847,F002,A019,2026-02-11,Buy,230,303.08,69708.4,69708.4
TRD000848,F006,A001,2025-04-11,Buy,235,261.85,61534.75,61534.75
TRD000849,F007,A012,2026-02-17,Buy,109,52.63,5736.67,5736.67
TRD000850,F005,A006,2026-03-20,Buy,321,160.35,51472.35,51472.35
TRD000851,F001,A008,2025-08-13,Buy,137,257.63,35295.31,35295.31
TRD000852,F001,A007,2026-06-29,Buy,146,163.74,23906.04,23906.04
TRD000853,F004,A020,2025-08-14,Sell,210,158.06,33192.6,-33192.6
TRD000854,F005,A005,2025-07-28,Buy,115,114.48,13165.2,13165.2
TRD000855,F005,A014,2025-01-04,Buy,315,239.36,75398.4,75398.4
TRD000856,F008,A019,2025-09-02,Buy,166,366.83,60893.78,60893.78
TRD000857,F002,A017,2026-04-12,Buy,105,168.46,17688.3,17688.3
TRD000858,F001,A008,2025-01-22,Buy,252,221.55,55830.6,55830.6
TRD000859,F005,A001,2025-01-10,Buy,97,296.13,28724.61,28724.61
TRD000860,F008,A019,2025-09-11,Buy,10,330.58,3305.8,3305.8
TRD000861,F001,A001,2025-10-25,Sell,300,296.2,88860.0,-88860.0
TRD000862,F003,A009,2025-11-08,Sell,406,85.24,34607.44,-34607.44
TRD000863,F006,A018,2026-07-13,Buy,261,114.13,29787.93,29787.93
TRD000864,F008,A017,2025-12-28,Buy,196,175.19,34337.24,34337.24
TRD000865,F006,A020,2026-05-11,Buy,406,171.34,69564.04,69564.04
TRD000866,F001,A002,2025-05-26,Buy,220,193.55,42581.0,42581.0
TRD000867,F001,A002,2026-03-18,Buy,305,187.5,57187.5,57187.5
TRD000868,F002,A017,2025-04-21,Sell,481,201.59,96964.79,-96964.79
TRD000869,F008,A019,2025-12-24,Sell,99,308.38,30529.62,-30529.62
TRD000870,F007,A012,2025-11-13,Buy,493,64.41,31754.13,31754.13
TRD000871,F006,A020,2026-04-11,Buy,72,160.05,11523.6,11523.6
TRD000872,F006,A016,2026-05-26,Sell,66,216.91,14316.06,-14316.06
TRD000873,F003,A020,2025-10-24,Buy,358,146.17,52328.86,52328.86
TRD000874,F003,A015,2025-10-29,Buy,259,124.21,32170.39,32170.39
TRD000875,F001,A002,2025-05-07,Buy,154,191.93,29557.22,29557.22
TRD000876,F005,A001,2025-01-01,Buy,230,268.56,61768.8,61768.8
TRD000877,F003,A016,2026-05-30,Buy,459,177.77,81596.43,81596.43
TRD000878,F003,A005,2025-07-21,Buy,375,118.28,44355.0,44355.0
TRD000879,F002,A019,2025-12-30,Buy,122,285.18,34791.96,34791.96
TRD000880,F007,A012,2025-04-11,Sell,214,63.96,13687.44,-13687.44
TRD000881,F005,A006,2026-03-23,Buy,169,144.91,24489.79,24489.79
TRD000882,F006,A020,2025-07-24,Buy,81,172.29,13955.49,13955.49
TRD000883,F007,A010,2025-11-01,Buy,164,103.31,16942.84,16942.84
TRD000884,F008,A019,2026-03-24,Buy,103,319.4,32898.2,32898.2
TRD000885,F008,A019,2026-01-02,Buy,170,332.12,56460.4,56460.4
TRD000886,F007,A012,2026-04-18,Buy,225,63.87,14370.75,14370.75
TRD000887,F001,A004,2025-11-06,Sell,55,192.04,10562.2,-10562.2
TRD000888,F006,A013,2026-08-03,Sell,327,303.06,99100.62,-99100.62
TRD000889,F001,A004,2025-01-07,Buy,74,173.16,12813.84,12813.84
TRD000890,F008,A016,2025-04-20,Buy,53,164.73,8730.69,8730.69
TRD000891,F002,A019,2025-12-06,Sell,299,329.9,98640.1,-98640.1
TRD000892,F002,A018,2025-02-24,Sell,309,112.2,34669.8,-34669.8
TRD000893,F003,A020,2025-06-08,Buy,79,149.77,11831.83,11831.83
TRD000894,F005,A014,2026-05-12,Buy,489,217.77,106489.53,106489.53
TRD000895,F004,A018,2025-05-04,Buy,44,90.63,3987.72,3987.72
TRD000896,F004,A018,2026-06-02,Buy,63,105.78,6664.14,6664.14
TRD000897,F001,A001,2025-07-08,Sell,163,272.97,44494.11,-44494.11
TRD000898,F005,A006,2025-05-07,Buy,358,157.73,56467.34,56467.34
TRD000899,F001,A002,2025-09-04,Buy,82,191.57,15708.74,15708.74
TRD000900,F004,A020,2025-04-13,Sell,255,153.02,39020.1,-39020.1
TRD000901,F008,A017,2026-01-31,Buy,351,165.43,58065.93,58065.93
TRD000902,F002,A019,2025-06-01,Buy,223,362.94,80935.62,80935.62
TRD000903,F008,A016,2026-08-18,Buy,298,183.82,54778.36,54778.36
TRD000904,F008,A016,2025-05-23,Buy,474,213.35,101127.9,101127.9
TRD000905,F008,A017,2026-01-02,Buy,14,203.03,2842.42,2842.42
TRD000906,F004,A020,2026-02-04,Buy,472,173.41,81849.52,81849.52
TRD000907,F003,A009,2026-07-31,Buy,190,101.6,19304.0,19304.0
TRD000908,F003,A015,2025-11-07,Sell,411,143.08,58805.88,-58805.88
TRD000909,F002,A018,2026-04-29,Buy,257,102.67,26386.19,26386.19
TRD000910,F003,A015,2026-08-18,Buy,76,140.5,10678.0,10678.0
TRD000911,F007,A009,2025-06-12,Buy,33,83.36,2750.88,2750.88
TRD000912,F002,A019,2025-11-28,Sell,488,349.59,170599.92,-170599.92
TRD000913,F004,A018,2026-01-29,Sell,470,118.8,55836.0,-55836.0
TRD000914,F007,A009,2025-04-28,Buy,41,100.32,4113.12,4113.12
TRD000915,F002,A019,2025-01-31,Sell,400,319.23,127692.0,-127692.0
TRD000916,F006,A001,2025-05-17,Sell,367,276.76,101570.92,-101570.92
TRD000917,F004,A018,2025-10-20,Buy,139,106.34,14781.26,14781.26
TRD000918,F003,A018,2025-07-16,Buy,426,107.53,45807.78,45807.78
TRD000919,F001,A008,2025-02-04,Sell,352,199.02,70055.04,-70055.04
TRD000920,F001,A003,2026-07-14,Sell,406,395.62,160621.72,-160621.72
TRD000921,F006,A013,2026-06-25,Buy,359,319.82,114815.38,114815.38
TRD000922,F004,A020,2026-07-27,Sell,266,156.06,41511.96,-41511.96
TRD000923,F002,A019,2025-03-14,Buy,228,344.23,78484.44,78484.44
TRD000924,F003,A015,2025-08-25,Buy,61,117.43,7163.23,7163.23
TRD000925,F006,A001,2025-10-24,Sell,124,308.11,38205.64,-38205.64
TRD000926,F005,A005,2025-06-11,Sell,370,121.61,44995.7,-44995.7
TRD000927,F002,A018,2026-06-15,Sell,304,98.35,29898.4,-29898.4
TRD000928,F005,A005,2025-04-24,Buy,326,110.13,35902.38,35902.38
TRD000929,F005,A014,2026-03-08,Buy,25,219.75,5493.75,5493.75
TRD000930,F006,A001,2025-12-04,Sell,81,256.09,20743.29,-20743.29
TRD000931,F001,A002,2026-08-01,Sell,262,152.46,39944.52,-39944.52
TRD000932,F001,A003,2025-03-24,Sell,46,461.76,21240.96,-21240.96
TRD000933,F008,A016,2025-04-17,Buy,148,202.87,30024.76,30024.76
TRD000934,F004,A020,2025-08-22,Buy,230,162.21,37308.3,37308.3
TRD000935,F001,A001,2025-07-20,Buy,406,304.78,123740.68,123740.68
TRD000936,F007,A009,2026-02-01,Sell,292,96.54,28189.68,-28189.68
TRD000937,F003,A018,2025-05-22,Buy,369,104.28,38479.32,38479.32
TRD000938,F002,A018,2025-07-18,Buy,472,102.39,48328.08,48328.08
TRD000939,F001,A002,2025-01-11,Buy,128,153.46,19642.88,19642.88
TRD000940,F001,A001,2025-02-28,Buy,457,299.55,136894.35,136894.35
TRD000941,F003,A020,2025-11-18,Buy,102,152.66,15571.32,15571.32
TRD000942,F004,A020,2026-05-06,Buy,76,168.51,12806.76,12806.76
TRD000943,F002,A017,2025-07-30,Buy,138,200.72,27699.36,27699.36
TRD000944,F006,A013,2026-01-11,Sell,237,318.31,75439.47,-75439.47
TRD000945,F005,A014,2025-10-01,Buy,135,257.68,34786.8,34786.8
TRD000946,F002,A017,2026-05-13,Buy,187,198.7,37156.9,37156.9
TRD000947,F004,A018,2025-08-25,Buy,440,121.84,53609.6,53609.6
TRD000948,F004,A018,2025-05-26,Buy,200,113.81,22762.0,22762.0
TRD000949,F004,A020,2025-04-27,Buy,342,176.25,60277.5,60277.5
TRD000950,F001,A003,2025-11-04,Sell,152,417.62,63478.24,-63478.24
TRD000951,F002,A017,2026-01-29,Buy,152,196.26,29831.52,29831.52
TRD000952,F007,A012,2025-07-30,Buy,237,48.43,11477.91,11477.91
TRD000953,F007,A009,2026-07-09,Sell,348,91.39,31803.72,-31803.72
TRD000954,F001,A007,2025-09-26,Sell,396,198.62,78653.52,-78653.52
TRD000955,F004,A018,2026-03-21,Sell,184,113.84,20946.56,-20946.56
TRD000956,F001,A001,2025-10-22,Sell,293,271.59,79575.87,-79575.87
TRD000957,F008,A017,2026-06-16,Buy,303,189.06,57285.18,57285.18
TRD000958,F007,A012,2025-09-01,Buy,391,64.39,25176.49,25176.49
TRD000959,F001,A003,2025-10-08,Buy,419,429.14,179809.66,179809.66
TRD000960,F004,A020,2025-02-09,Buy,182,166.79,30355.78,30355.78
TRD000961,F006,A016,2025-01-13,Buy,347,175.9,61037.3,61037.3
TRD000962,F006,A016,2026-04-19,Buy,443,171.81,76111.83,76111.83
TRD000963,F001,A004,2026-05-07,Buy,28,203.28,5691.84,5691.84
TRD000964,F004,A020,2025-03-23,Buy,39,167.21,6521.19,6521.19
TRD000965,F006,A001,2025-10-10,Buy,235,254.03,59697.05,59697.05
TRD000966,F008,A016,2025-05-31,Sell,126,197.56,24892.56,-24892.56
TRD000967,F001,A002,2025-07-08,Buy,68,182.97,12441.96,12441.96
TRD000968,F008,A019,2025-08-22,Buy,172,286.15,49217.8,49217.8
TRD000969,F005,A003,2025-12-28,Buy,18,428.62,7715.16,7715.16
TRD000970,F001,A007,2025-03-21,Buy,130,169.65,22054.5,22054.5
TRD000971,F002,A018,2025-11-30,Buy,49,98.21,4812.29,4812.29
TRD000972,F007,A009,2025-10-17,Buy,338,94.92,32082.96,32082.96
TRD000973,F006,A020,2026-02-22,Sell,413,156.47,64622.11,-64622.11
TRD000974,F006,A018,2025-02-01,Buy,492,121.77,59910.84,59910.84
TRD000975,F001,A003,2025-01-27,Buy,486,364.14,176972.04,176972.04
TRD000976,F004,A020,2026-06-05,Sell,271,173.88,47121.48,-47121.48
TRD000977,F006,A013,2025-02-03,Buy,203,328.86,66758.58,66758.58
TRD000978,F003,A018,2025-03-22,Sell,400,122.54,49016.0,-49016.0
TRD000979,F004,A020,2026-06-25,Sell,285,174.73,49798.05,-49798.05
TRD000980,F008,A019,2025-11-21,Buy,278,333.76,92785.28,92785.28
TRD000981,F005,A002,2026-01-06,Buy,178,161.38,28725.64,28725.64
TRD000982,F006,A001,2026-02-24,Buy,364,259.19,94345.16,94345.16
TRD000983,F006,A020,2026-01-06,Buy,268,142.56,38206.08,38206.08
TRD000984,F004,A020,2026-08-07,Sell,412,159.33,65643.96,-65643.96
TRD000985,F003,A013,2025-05-22,Buy,407,335.91,136715.37,136715.37
TRD000986,F005,A003,2026-02-23,Buy,170,360.22,61237.4,61237.4
TRD000987,F003,A020,2025-07-22,Sell,333,182.0,60606.0,-60606.0
TRD000988,F008,A016,2025-09-27,Sell,95,168.5,16007.5,-16007.5
TRD000989,F008,A019,2025-02-04,Sell,61,294.56,17968.16,-17968.16
TRD000990,F001,A008,2025-05-16,Buy,95,259.73,24674.35,24674.35
TRD000991,F007,A012,2026-07-25,Buy,191,49.83,9517.53,9517.53
TRD000992,F005,A001,2025-12-11,Buy,182,314.53,57244.46,57244.46
TRD000993,F002,A018,2025-12-30,Sell,33,92.99,3068.67,-3068.67
TRD000994,F007,A012,2025-10-24,Sell,389,61.73,24012.97,-24012.97
TRD000995,F003,A009,2026-06-06,Buy,380,104.8,39824.0,39824.0
TRD000996,F001,A007,2026-04-10,Buy,313,170.72,53435.36,53435.36
TRD000997,F008,A016,2025-10-14,Sell,270,202.82,54761.4,-54761.4
TRD000998,F002,A017,2025-02-19,Buy,162,177.03,28678.86,28678.86
TRD000999,F007,A011,2025-07-02,Sell,175,153.9,26932.5,-26932.5
TRD001000,F001,A008,2025-08-04,Buy,461,259.68,119712.48,119712.48
TRD001001,F005,A006,2025-04-12,Buy,460,166.23,76465.8,76465.8
TRD001002,F003,A005,2026-03-26,Buy,157,118.4,18588.8,18588.8
TRD001003,F003,A015,2025-04-19,Sell,490,149.25,73132.5,-73132.5
TRD001004,F005,A002,2026-06-05,Sell,59,159.48,9409.32,-9409.32
TRD001005,F001,A007,2026-07-07,Buy,472,153.13,72277.36,72277.36
TRD001006,F004,A018,2025-01-27,Buy,260,117.26,30487.6,30487.6
TRD001007,F005,A006,2026-06-18,Buy,228,171.85,39181.8,39181.8
TRD001008,F008,A017,2025-05-03,Buy,480,156.61,75172.8,75172.8
TRD001009,F007,A012,2025-05-21,Sell,144,49.15,7077.6,-7077.6
TRD001010,F002,A019,2025-08-16,Sell,421,289.85,122026.85,-122026.85
TRD001011,F006,A013,2026-04-10,Buy,269,284.4,76503.6,76503.6
TRD001012,F002,A018,2025-02-09,Buy,362,100.7,36453.4,36453.4
TRD001013,F006,A013,2025-02-06,Sell,440,304.4,133936.0,-133936.0
TRD001014,F001,A002,2025-08-14,Buy,80,179.39,14351.2,14351.2
TRD001015,F005,A005,2025-07-11,Sell,87,126.43,10999.41,-10999.41
TRD001016,F005,A002,2025-04-01,Sell,111,181.93,20194.23,-20194.23
TRD001017,F004,A018,2026-07-26,Buy,232,92.78,21524.96,21524.96
TRD001018,F003,A001,2026-01-25,Buy,224,296.87,66498.88,66498.88
TRD001019,F004,A020,2025-07-04,Sell,257,164.8,42353.6,-42353.6
TRD001020,F004,A020,2026-02-06,Buy,352,162.58,57228.16,57228.16
TRD001021,F008,A017,2025-10-22,Buy,59,162.43,9583.37,9583.37
TRD001022,F008,A017,2025-04-29,Buy,136,186.03,25300.08,25300.08
TRD001023,F006,A001,2025-05-12,Sell,187,297.63,55656.81,-55656.81
TRD001024,F008,A017,2025-08-29,Buy,317,172.71,54749.07,54749.07
TRD001025,F005,A006,2026-02-23,Buy,120,179.45,21534.0,21534.0
TRD001026,F006,A016,2026-02-05,Sell,355,179.73,63804.15,-63804.15
TRD001027,F007,A012,2025-10-02,Buy,143,63.04,9014.72,9014.72
TRD001028,F004,A020,2025-11-12,Buy,335,178.92,59938.2,59938.2
TRD001029,F004,A018,2025-04-23,Sell,284,97.22,27610.48,-27610.48
TRD001030,F006,A013,2025-01-22,Sell,319,302.75,96577.25,-96577.25
TRD001031,F002,A018,2026-07-21,Buy,180,119.81,21565.8,21565.8
TRD001032,F001,A007,2025-07-23,Sell,117,170.31,19926.27,-19926.27
TRD001033,F007,A010,2026-01-18,Buy,158,119.65,18904.7,18904.7
TRD001034,F004,A018,2025-01-21,Sell,491,91.06,44710.46,-44710.46
TRD001035,F002,A018,2025-02-13,Buy,213,115.94,24695.22,24695.22
TRD001036,F005,A001,2025-09-11,Buy,127,292.11,37097.97,37097.97
TRD001037,F002,A019,2025-10-04,Sell,345,321.86,111041.7,-111041.7
TRD001038,F002,A017,2026-03-02,Buy,268,189.21,50708.28,50708.28
TRD001039,F003,A005,2026-02-05,Buy,386,130.38,50326.68,50326.68
TRD001040,F005,A003,2025-01-24,Buy,227,408.36,92697.72,92697.72
TRD001041,F008,A016,2026-08-14,Buy,61,176.68,10777.48,10777.48
TRD001042,F005,A005,2026-02-21,Buy,57,116.44,6637.08,6637.08
TRD001043,F008,A017,2026-06-03,Buy,474,188.19,89202.06,89202.06
TRD001044,F001,A004,2026-01-17,Sell,382,172.66,65956.12,-65956.12
TRD001045,F002,A019,2025-01-26,Buy,124,339.49,42096.76,42096.76
TRD001046,F004,A020,2025-04-22,Buy,199,162.17,32271.83,32271.83
TRD001047,F006,A013,2025-03-27,Buy,424,310.84,131796.16,131796.16
TRD001048,F003,A013,2025-09-13,Buy,452,338.86,153164.72,153164.72
TRD001049,F007,A012,2026-08-04,Sell,277,59.85,16578.45,-16578.45
TRD001050,F001,A004,2025-12-12,Sell,139,173.63,24134.57,-24134.57
TRD001051,F001,A003,2026-02-21,Sell,362,414.82,150164.84,-150164.84
TRD001052,F005,A014,2026-05-16,Buy,117,275.18,32196.06,32196.06
TRD001053,F006,A013,2026-05-10,Buy,174,295.71,51453.54,51453.54
TRD001054,F002,A017,2026-01-20,Buy,227,187.99,42673.73,42673.73
TRD001055,F001,A002,2025-06-20,Buy,276,187.88,51854.88,51854.88
TRD001056,F002,A017,2025-06-24,Buy,463,173.36,80265.68,80265.68
TRD001057,F008,A016,2026-03-05,Buy,393,211.47,83107.71,83107.71
TRD001058,F005,A001,2025-10-05,Buy,232,322.81,74891.92,74891.92
TRD001059,F006,A020,2025-10-25,Buy,342,146.94,50253.48,50253.48
TRD001060,F004,A020,2026-04-29,Buy,275,168.43,46318.25,46318.25
TRD001061,F006,A013,2026-05-01,Buy,94,301.37,28328.78,28328.78
TRD001062,F007,A010,2025-01-06,Buy,86,108.76,9353.36,9353.36
TRD001063,F004,A018,2026-04-15,Buy,365,93.63,34174.95,34174.95
